Destination,Airline,Flight Stops,Per Person Price,Journey_Month,Num_Places_Visited,Package Type_Deluxe,Package Type_Luxury,Package Type_Premium,Package Type_Standard,Start City_New Delhi,Journey_Day_Monday,Journey_Day_Saturday,Journey_Day_Sunday,Journey_Day_Thursday,Journey_Day_Tuesday,Journey_Day_Wednesday,Is_Peak_Season,Trip_Complexity
387,94,0,15909.5,6,2,False,False,True,False,True,False,False,False,False,False,True,1,2
425,125,0,29101.0,8,3,False,False,True,False,False,False,False,False,True,False,False,1,3
334,145,0,27384.0,5,4,False,False,True,False,True,False,True,False,False,False,False,1,4
61,290,0,4017.5,5,1,False,False,True,False,True,False,False,False,False,False,False,1,1
182,231,0,10410.5,0,1,False,False,True,False,False,False,False,False,False,False,False,0,1
201,231,2,16255.0,1,1,False,False,False,True,True,False,False,False,False,True,False,0,3
89,94,2,12429.5,6,4,False,False,False,True,False,False,False,False,True,False,False,1,12
92,107,2,17507.5,0,6,False,False,False,True,False,False,False,False,False,False,True,0,18
216,105,2,22872.0,5,4,False,False,False,True,False,False,False,False,False,False,True,1,12
559,114,0,14873.5,8,2,False,True,False,False,True,False,True,False,False,False,False,1,2
362,114,1,14260.0,6,3,True,False,False,False,True,False,False,True,False,False,False,1,6
548,114,0,11442.0,0,1,False,True,False,False,True,False,True,False,False,False,False,0,1
370,290,1,14413.5,1,2,True,False,False,False,True,False,False,True,False,False,False,0,4
182,94,2,9421.5,9,1,False,False,False,True,True,False,False,False,False,True,False,0,3
108,290,2,4823.0,10,1,False,False,False,True,False,False,False,False,False,True,False,0,3
408,114,2,19403.5,1,4,False,False,False,True,True,False,False,True,False,False,False,0,12
425,29,1,23158.5,9,3,True,False,False,False,True,False,False,False,False,True,False,0,6
22,125,0,26493.0,8,3,False,False,True,False,False,False,False,False,True,False,False,1,3
402,94,1,17084.0,0,3,True,False,False,False,False,False,False,False,True,False,False,0,6
42,145,1,16962.0,11,3,True,False,False,False,True,False,False,True,False,False,False,0,6
497,94,0,36402.5,0,4,False,True,False,False,True,False,False,False,True,False,False,0,4
182,94,0,11246.0,3,1,False,False,True,False,True,False,False,False,True,False,False,0,1
370,291,1,19071.0,9,2,True,False,False,False,False,False,False,True,False,False,False,0,4
144,125,0,33303.5,10,2,False,False,True,False,False,False,False,False,False,True,False,0,2
176,114,0,47693.0,6,3,False,False,True,False,False,False,False,False,False,False,True,1,3
328,231,2,28803.5,4,2,False,False,False,True,True,False,False,False,True,False,False,1,6
108,114,0,22629.0,6,1,False,False,True,False,True,False,False,False,True,False,False,1,1
9,114,2,21649.0,9,5,False,False,False,True,True,False,False,False,False,False,True,0,15
531,247,2,11977.5,8,3,False,False,False,True,False,True,False,False,False,False,False,1,9
357,114,0,23452.5,9,2,False,False,True,False,True,False,False,True,False,False,False,0,2
222,290,0,7897.0,6,3,False,False,True,False,True,False,False,False,False,False,True,1,3
241,114,0,22269.5,7,2,False,False,True,False,False,False,False,True,False,False,False,0,2
49,299,2,15578.5,5,4,False,False,False,True,True,False,False,False,True,False,False,1,12
304,231,0,16532.5,10,1,False,False,True,False,True,False,False,False,False,False,True,0,1
434,290,1,7872.5,10,2,True,False,False,False,True,False,False,False,True,False,False,0,4
165,247,1,16994.5,5,2,True,False,False,False,True,True,False,False,False,False,False,1,4
182,94,0,10116.0,0,1,False,False,True,False,False,False,False,False,False,False,False,0,1
333,107,2,16906.0,1,4,False,False,False,True,True,False,False,False,True,False,False,0,12
487,231,2,13294.5,2,2,False,False,False,True,False,False,False,False,True,False,False,1,6
499,290,0,23266.5,0,5,False,True,False,False,True,False,True,False,False,False,False,0,5
279,193,2,48773.5,0,2,False,False,False,True,True,False,False,False,False,True,False,0,6
159,247,1,26536.5,8,1,True,False,False,False,True,True,False,False,False,False,False,1,2
311,40,0,65537.0,9,1,False,False,True,False,False,True,False,False,False,False,False,0,1
156,94,2,16372.0,9,3,False,False,False,True,False,False,False,False,False,True,False,0,9
178,114,2,19569.0,3,3,False,False,False,True,False,False,False,False,True,False,False,0,9
287,231,0,8927.0,6,1,False,False,True,False,True,False,False,True,False,False,False,1,1
497,290,0,27457.5,4,4,False,False,True,False,False,True,False,False,False,False,False,1,4
495,231,2,18474.0,0,4,False,False,False,True,True,False,False,False,True,False,False,0,12
159,290,1,13977.0,0,1,True,False,False,False,False,False,False,False,True,False,False,0,2
460,290,2,14070.5,10,3,False,False,False,True,True,False,False,False,False,False,True,0,9
323,291,0,27967.5,5,3,False,False,True,False,True,False,False,False,True,False,False,1,3
408,290,0,19807.0,6,4,False,False,True,False,True,False,False,True,False,False,False,1,4
45,94,0,30968.5,9,3,False,False,True,False,True,False,False,True,False,False,False,0,3
332,231,1,10380.5,7,3,True,False,False,False,False,False,False,True,False,False,False,0,6
192,125,2,22619.5,5,3,False,False,False,False,True,False,False,True,False,False,False,1,9
529,94,2,13415.0,6,4,False,False,False,True,True,False,True,False,False,False,False,1,12
361,231,2,12849.5,2,2,False,False,False,True,True,False,True,False,False,False,False,1,6
523,306,1,42788.5,1,2,True,False,False,False,False,True,False,False,False,False,False,0,4
60,114,0,37136.0,11,6,False,False,True,False,True,False,False,False,False,False,True,0,6
143,290,2,5232.5,9,1,False,False,False,False,True,False,False,False,False,True,False,0,3
332,1,2,15777.0,5,3,False,False,False,True,True,True,False,False,False,False,False,1,9
417,290,1,12917.0,8,4,True,False,False,False,True,False,False,False,True,False,False,1,8
136,290,2,11077.0,4,3,False,False,False,True,True,False,False,True,False,False,False,1,9
275,114,0,12809.0,6,2,False,False,True,False,False,False,False,False,False,False,False,1,2
16,231,1,13647.0,5,3,True,False,False,False,True,False,False,False,True,False,False,1,6
551,290,0,7385.5,1,2,False,False,True,False,True,False,True,False,False,False,False,0,2
448,114,0,32560.0,8,3,False,False,True,False,True,False,False,True,False,False,False,1,3
442,310,1,18953.0,3,1,True,False,False,False,True,False,True,False,False,False,False,0,2
457,231,2,9926.5,6,2,False,False,False,False,True,False,False,False,False,False,False,1,6
249,129,2,29867.0,8,4,False,False,False,True,True,False,False,False,True,False,False,1,12
356,291,0,12161.5,5,2,False,False,True,False,True,False,False,True,False,False,False,1,2
433,85,1,103050.0,9,1,True,False,False,False,True,True,False,False,False,False,False,0,2
559,290,2,11612.5,1,2,False,False,False,True,True,False,False,False,False,True,False,0,6
225,239,2,14419.0,8,3,False,False,False,True,True,True,False,False,False,False,False,1,9
89,94,2,13927.0,11,4,False,False,False,True,False,False,False,True,False,False,False,0,12
195,290,2,5051.5,6,2,False,False,False,True,True,True,False,False,False,False,False,1,6
328,231,0,12286.0,11,2,False,False,True,False,False,True,False,False,False,False,False,0,2
303,94,0,27014.5,9,2,False,True,False,False,False,False,False,False,False,True,False,0,2
320,290,1,6431.5,9,1,True,False,False,False,False,False,True,False,False,False,False,0,2
165,114,2,20059.0,5,2,False,False,False,True,False,False,False,True,False,False,False,1,6
241,114,2,13845.5,6,2,False,False,False,True,True,True,False,False,False,False,False,1,6
83,114,0,14306.5,6,2,False,False,True,False,True,False,False,False,False,False,True,1,2
534,247,2,13213.5,0,4,False,False,False,True,False,True,False,False,False,False,False,0,12
89,94,1,12273.5,9,4,True,False,False,False,True,True,False,False,False,False,False,0,8
534,247,1,13777.5,5,4,True,False,False,False,False,False,False,False,False,False,False,1,8
182,94,0,12431.0,1,1,False,True,False,False,True,False,False,False,False,False,False,0,1
195,290,1,6963.0,0,2,True,False,False,False,True,False,False,True,False,False,False,0,4
59,247,0,27545.0,9,3,False,False,True,False,True,False,False,False,False,True,False,0,3
143,231,2,17091.5,10,1,False,False,False,True,True,True,False,False,False,False,False,0,3
477,231,2,16210.5,6,2,False,False,False,True,False,False,True,False,False,False,False,1,6
497,290,0,30476.0,10,4,False,False,True,False,False,False,False,False,False,True,False,0,4
526,247,0,11444.0,7,1,False,False,True,False,False,True,False,False,False,False,False,0,1
182,94,2,9792.5,3,1,False,False,False,True,False,False,False,False,False,False,False,0,3
332,1,0,30102.0,11,3,False,False,True,False,False,True,False,False,False,False,False,0,3
182,94,0,32596.0,7,1,False,True,False,False,True,True,False,False,False,False,False,0,1
519,270,0,51520.0,2,3,False,False,True,False,True,False,False,False,True,False,False,1,3
548,114,2,10877.5,6,1,False,False,False,True,True,False,False,False,True,False,False,1,3
424,231,2,15099.0,5,2,False,False,False,True,True,False,True,False,False,False,False,1,6
277,282,1,24125.5,6,3,True,False,False,False,False,False,True,False,False,False,False,1,6
164,290,2,8090.0,7,1,False,False,False,True,False,False,False,True,False,False,False,0,3
95,114,1,16752.5,5,5,True,False,False,False,True,False,True,False,False,False,False,1,10
182,290,2,8866.5,1,1,False,False,False,True,True,True,False,False,False,False,False,0,3
42,239,2,16526.5,0,3,False,False,False,True,True,False,True,False,False,False,False,0,9
217,125,0,62005.5,6,3,False,False,True,False,True,False,False,False,False,False,True,1,3
89,231,2,11925.0,3,4,False,False,False,True,True,False,False,False,False,False,True,0,12
182,114,0,22249.0,10,1,False,True,False,False,True,False,False,True,False,False,False,0,1
146,114,0,55868.0,1,4,False,False,True,False,False,True,False,False,False,False,False,0,4
201,290,0,13598.0,7,1,False,False,True,False,False,True,False,False,False,False,False,0,1
384,290,1,23301.0,8,5,True,False,False,False,False,False,False,False,False,False,True,1,10
478,1,2,17766.0,8,2,False,False,False,False,True,False,False,False,True,False,False,1,6
182,94,1,13725.5,6,1,True,False,False,False,True,True,False,False,False,False,False,1,2
330,145,2,38577.0,6,3,False,False,False,True,True,False,False,False,False,True,False,1,9
144,114,2,27222.0,8,2,False,False,False,True,True,False,False,True,False,False,False,1,6
488,1,1,19413.5,8,3,True,False,False,False,False,False,False,False,False,True,False,1,6
480,231,0,27453.5,9,4,False,False,True,False,False,False,False,False,False,False,True,0,4
114,74,2,12109.0,8,2,False,False,False,True,True,False,False,True,False,False,False,1,6
501,49,2,7200.5,3,1,False,False,False,True,True,False,False,True,False,False,False,0,3
143,231,1,11657.0,5,1,True,False,False,False,True,False,False,False,True,False,False,1,2
30,231,0,44438.0,3,2,False,False,True,False,True,True,False,False,False,False,False,0,2
172,6,0,45852.0,8,4,False,False,True,False,True,False,False,False,False,True,False,1,4
268,290,0,11417.5,7,1,False,False,True,False,False,False,False,False,False,True,False,0,1
320,94,0,8706.0,7,1,False,False,True,False,False,False,False,False,False,True,False,0,1
84,114,1,15032.5,3,3,True,False,False,False,True,False,False,False,True,False,False,0,6
111,94,0,40586.5,3,3,False,False,True,False,True,False,False,True,False,False,False,0,3
78,212,0,79442.5,0,3,False,False,True,False,True,False,False,False,False,False,True,0,3
469,290,1,8060.5,6,2,True,False,False,False,True,False,False,True,False,False,False,1,4
129,290,2,5625.0,4,1,False,False,False,True,True,False,False,False,False,True,False,1,3
332,1,1,15660.5,1,3,True,False,False,False,True,False,False,False,False,True,False,0,6
559,114,0,14180.0,6,2,False,False,True,False,True,True,False,False,False,False,False,1,2
153,114,1,11222.5,1,1,True,False,False,False,True,False,False,False,True,False,False,0,2
551,290,0,10018.5,8,2,False,True,False,False,False,False,False,False,False,False,False,1,2
292,231,0,23990.5,0,1,False,False,True,False,True,False,False,False,False,True,False,0,1
359,231,0,16606.0,2,3,False,True,False,False,False,False,False,False,False,False,False,1,3
182,290,0,8605.5,9,1,False,False,True,False,True,False,False,False,False,True,False,0,1
22,125,0,27932.5,3,3,False,True,False,False,False,False,False,False,False,False,True,0,3
402,290,0,11640.0,0,3,False,False,True,False,True,False,False,False,False,True,False,0,3
443,99,1,15912.5,9,2,True,False,False,False,True,True,False,False,False,False,False,0,4
182,231,0,25000.5,11,1,False,False,True,False,True,False,False,False,False,False,False,0,1
460,290,2,7587.5,2,3,False,False,False,True,True,False,False,False,False,False,True,1,9
79,114,2,11131.5,10,1,False,False,False,True,True,False,False,True,False,False,False,0,3
91,145,1,15425.0,1,5,True,False,False,False,False,True,False,False,False,False,False,0,10
19,145,0,18864.5,5,3,False,True,False,False,True,False,False,False,False,False,True,1,3
187,231,1,36252.0,1,3,True,False,False,False,False,False,False,True,False,False,False,0,6
156,291,0,14556.0,11,3,False,True,False,False,True,True,False,False,False,False,False,0,3
219,105,0,21008.5,1,5,False,False,True,False,True,True,False,False,False,False,False,0,5
182,114,0,15006.5,6,1,False,False,True,False,True,False,True,False,False,False,False,1,1
321,114,0,17873.0,2,2,False,False,True,False,True,False,False,False,True,False,False,1,2
201,290,2,4341.0,5,1,False,False,False,True,True,False,True,False,False,False,False,1,3
495,290,1,16233.0,5,4,True,False,False,False,True,False,True,False,False,False,False,1,8
16,231,1,12230.5,7,3,True,False,False,False,False,False,False,False,False,False,True,0,6
296,30,2,11475.5,5,3,False,False,False,True,True,False,False,False,True,False,False,1,9
128,290,1,13592.0,0,3,True,False,False,False,True,False,True,False,False,False,False,0,6
159,2,2,32170.5,5,1,False,False,False,True,True,False,False,False,False,False,False,1,3
357,114,1,16414.0,2,2,True,False,False,False,True,False,False,False,False,True,False,1,4
337,145,1,15725.0,0,5,True,False,False,False,False,False,False,False,True,False,False,0,10
334,128,1,24618.0,8,4,True,False,False,False,False,False,True,False,False,False,False,1,8
182,231,0,15000.5,5,1,False,True,False,False,True,False,False,False,False,False,False,1,1
417,290,0,28775.5,1,4,False,False,True,False,False,True,False,False,False,False,False,0,4
48,114,2,11763.5,9,3,False,False,False,True,True,False,False,True,False,False,False,0,9
489,94,1,17733.5,1,3,True,False,False,False,False,False,False,False,False,False,False,0,6
153,95,1,29225.0,0,1,True,False,False,False,False,False,False,False,False,False,True,0,2
274,6,0,30613.5,0,4,False,False,True,False,True,False,False,False,False,False,False,0,4
55,129,2,28027.5,3,3,False,False,False,True,False,False,False,True,False,False,False,0,9
425,145,0,27893.5,10,3,False,False,True,False,False,False,True,False,False,False,False,0,3
436,94,1,24307.0,1,4,True,False,False,False,False,False,False,True,False,False,False,0,8
144,114,2,20458.5,11,2,False,False,False,True,True,False,False,False,False,False,True,0,6
182,94,0,13711.0,5,1,False,False,True,False,False,False,True,False,False,False,False,1,1
63,74,2,17466.5,9,5,False,False,False,True,True,False,False,False,True,False,False,0,15
292,74,2,14278.0,10,1,False,False,False,False,True,False,False,False,False,False,False,0,3
55,129,2,27008.5,5,3,False,False,False,True,True,False,False,False,False,False,True,1,9
14,125,0,12198.5,7,2,False,False,True,False,True,False,False,False,False,False,False,0,2
533,114,2,13569.5,0,3,False,False,False,True,True,False,False,False,False,False,False,0,9
182,290,1,5488.5,9,1,True,False,False,False,False,True,False,False,False,False,False,0,2
431,247,0,27366.0,7,3,False,False,True,False,True,False,False,False,False,False,False,0,3
402,290,0,14268.0,8,3,False,True,False,False,True,False,False,True,False,False,False,1,3
292,124,0,24542.0,8,1,False,False,True,False,True,False,True,False,False,False,False,1,1
114,290,0,20774.0,5,2,False,True,False,False,False,True,False,False,False,False,False,1,2
526,125,0,12289.5,9,1,False,False,True,False,True,True,False,False,False,False,False,0,1
526,247,0,18313.5,0,1,False,False,True,False,True,False,False,False,False,False,False,0,1
201,94,0,19975.5,1,1,False,False,True,False,True,False,False,False,False,False,True,0,1
332,114,2,12611.0,10,3,False,False,False,True,True,False,False,False,False,False,True,0,9
526,94,0,23027.0,1,1,False,False,True,False,True,False,True,False,False,False,False,0,1
182,114,1,13711.5,5,1,True,False,False,False,True,False,False,False,False,True,False,1,2
231,112,1,15298.5,1,3,True,False,False,False,False,False,False,False,False,False,True,0,6
321,114,0,22061.0,11,2,False,False,True,False,True,True,False,False,False,False,False,0,2
434,290,2,7031.0,6,2,False,False,False,True,True,False,False,False,False,False,True,1,6
424,307,1,18953.5,7,2,True,False,False,False,False,False,False,False,False,False,False,0,4
218,125,1,18367.5,6,4,True,False,False,False,True,False,False,True,False,False,False,1,8
182,290,1,5382.5,0,1,True,False,False,False,False,False,False,False,True,False,False,0,2
509,129,2,22203.5,7,4,False,False,False,True,True,False,True,False,False,False,False,0,12
548,114,0,9860.0,7,1,False,False,True,False,True,False,False,False,False,False,True,0,1
494,290,0,17819.0,10,3,False,True,False,False,True,False,False,False,True,False,False,0,3
417,291,0,40782.5,6,4,False,True,False,False,False,False,False,False,False,False,True,1,4
182,94,0,19657.5,4,1,False,True,False,False,True,False,False,False,False,True,False,1,1
304,290,0,7339.0,6,1,False,True,False,False,True,False,False,False,False,True,False,1,1
304,290,1,10204.0,10,1,True,False,False,False,True,False,False,True,False,False,False,0,2
225,105,0,19213.0,10,3,False,True,False,False,False,False,True,False,False,False,False,0,3
421,231,0,16901.5,8,1,False,False,True,False,True,True,False,False,False,False,False,1,1
49,145,0,25354.0,6,4,False,True,False,False,True,False,False,False,False,False,True,1,4
359,114,1,13977.0,8,3,True,False,False,False,True,False,False,False,False,False,True,1,6
178,231,0,36040.0,11,3,False,False,True,False,False,False,False,True,False,False,False,0,3
187,114,1,33750.5,1,3,True,False,False,False,True,False,False,False,False,True,False,0,6
304,290,0,7494.0,9,1,False,False,True,False,False,True,False,False,False,False,False,0,1
215,125,0,25624.0,10,5,False,False,True,False,True,False,False,False,True,False,False,0,5
529,94,1,16838.5,10,4,True,False,False,False,True,False,True,False,False,False,False,0,8
332,114,2,10109.5,1,3,False,False,False,True,True,False,False,False,False,True,False,0,9
159,2,0,25588.5,0,1,False,False,True,False,False,False,False,False,False,False,False,0,1
429,290,0,7097.5,11,2,False,False,True,False,True,False,False,False,False,False,False,0,2
182,290,1,6965.0,9,1,True,False,False,False,False,False,False,False,True,False,False,0,2
8,1,0,12063.0,2,2,False,False,True,False,True,True,False,False,False,False,False,1,2
529,114,1,16967.0,6,4,True,False,False,False,True,False,False,True,False,False,False,1,8
220,231,1,16076.5,5,2,True,False,False,False,True,False,False,False,False,True,False,1,4
236,290,2,18986.5,6,6,False,False,False,True,True,False,False,True,False,False,False,1,18
188,231,1,22054.0,7,3,True,False,False,False,True,False,False,False,False,True,False,0,6
184,94,1,18007.5,1,3,True,False,False,False,True,False,False,False,False,False,False,0,6
36,188,0,52765.5,8,2,False,False,True,False,False,False,False,False,False,False,True,1,2
35,161,1,51842.0,9,1,True,False,False,False,True,False,True,False,False,False,False,0,2
394,260,2,25665.5,1,5,False,False,False,True,True,False,False,False,False,False,True,0,15
155,249,0,16686.5,7,2,False,False,True,False,True,False,False,False,False,True,False,0,2
193,290,0,7351.5,9,1,False,True,False,False,False,False,False,False,True,False,False,0,1
484,290,0,25343.5,10,2,False,False,True,False,False,False,False,False,False,True,False,0,2
330,145,2,30569.0,8,3,False,False,False,True,True,False,False,True,False,False,False,1,9
552,299,2,23622.0,0,3,False,False,False,True,True,False,False,False,False,False,False,0,9
332,94,0,15921.5,8,3,False,True,False,False,False,False,False,False,True,False,False,1,3
297,247,1,15726.5,7,4,True,False,False,False,False,False,False,False,False,True,False,0,8
529,247,0,23392.0,1,4,False,False,True,False,True,True,False,False,False,False,False,0,4
72,94,2,10484.0,1,2,False,False,False,False,True,False,False,False,False,False,False,0,6
429,114,0,15239.5,4,2,False,False,True,False,True,False,False,False,False,True,False,1,2
9,94,0,31386.0,11,5,False,False,True,False,False,False,False,True,False,False,False,0,5
151,94,0,59984.5,7,3,False,True,False,False,True,False,False,False,False,False,False,0,3
238,114,0,22747.0,8,2,False,False,True,False,True,False,False,True,False,False,False,1,2
153,114,2,11944.0,8,1,False,False,False,True,True,False,False,False,False,False,True,1,3
512,114,2,21595.5,5,4,False,False,False,True,True,False,False,False,False,False,False,1,12
532,247,2,13602.5,1,4,False,False,False,True,True,False,True,False,False,False,False,0,12
546,94,2,11130.5,5,2,False,False,False,True,True,False,False,False,True,False,False,1,6
457,231,0,14194.0,3,2,False,False,True,False,False,False,True,False,False,False,False,0,2
64,94,1,15898.5,0,4,True,False,False,False,False,False,False,False,False,False,True,0,8
232,125,2,12024.5,6,2,False,False,False,True,True,False,False,False,False,True,False,1,6
144,114,1,14607.0,9,2,True,False,False,False,True,True,False,False,False,False,False,0,4
268,231,0,18004.5,1,1,False,False,True,False,True,False,False,True,False,False,False,0,1
328,231,0,15961.5,8,2,False,True,False,False,True,True,False,False,False,False,False,1,2
429,239,2,11853.5,9,2,False,False,False,True,False,False,False,False,True,False,False,0,6
165,114,1,25715.0,0,2,True,False,False,False,False,False,True,False,False,False,False,0,4
201,290,2,10406.5,7,1,False,False,False,True,True,False,False,False,True,False,False,0,3
311,47,0,70196.0,6,1,False,False,True,False,True,False,False,False,False,False,True,1,1
234,290,0,11322.0,5,1,False,True,False,False,True,False,False,False,True,False,False,1,1
456,114,2,10850.0,9,1,False,False,False,True,True,True,False,False,False,False,False,0,3
421,114,1,7914.5,7,1,True,False,False,False,False,False,False,False,False,False,False,0,2
359,231,2,13060.5,1,3,False,False,False,True,True,False,False,True,False,False,False,0,9
2,290,1,3496.5,9,1,True,False,False,False,True,True,False,False,False,False,False,0,2
285,190,1,30773.5,6,2,True,False,False,False,False,False,True,False,False,False,False,1,4
180,290,2,4871.0,7,1,False,False,False,False,True,False,False,False,False,False,True,0,3
519,125,1,36037.0,10,3,True,False,False,False,True,False,False,False,False,False,False,0,6
292,247,0,32141.5,0,1,False,False,True,False,False,False,True,False,False,False,False,0,1
495,290,0,21272.0,0,4,False,False,True,False,True,False,False,False,False,True,False,0,4
192,114,1,22407.5,8,3,True,False,False,False,True,False,True,False,False,False,False,1,6
68,290,1,11674.0,4,3,True,False,False,False,False,False,False,False,False,False,False,1,6
417,231,0,44018.5,3,4,False,True,False,False,False,False,False,False,False,True,False,0,4
217,239,2,15561.5,5,3,False,False,False,True,False,False,False,False,True,False,False,1,9
168,231,1,25983.0,4,2,True,False,False,False,True,True,False,False,False,False,False,1,4
424,114,2,16084.5,9,2,False,False,False,True,True,True,False,False,False,False,False,0,6
320,231,0,8643.0,0,1,False,True,False,False,False,False,False,True,False,False,False,0,1
328,291,0,14663.0,8,2,False,True,False,False,True,False,False,True,False,False,False,1,2
331,114,2,10358.0,1,2,False,False,False,True,True,False,False,False,True,False,False,0,6
351,94,1,17818.0,6,2,True,False,False,False,True,False,False,False,False,False,False,1,4
182,290,1,6809.0,6,1,True,False,False,False,True,False,False,True,False,False,False,1,2
207,231,2,23749.5,3,4,False,False,False,True,True,False,False,False,False,False,False,0,12
102,29,2,16503.0,1,4,False,False,False,True,False,False,False,False,True,False,False,0,12
420,129,1,27073.5,8,5,True,False,False,False,True,False,False,True,False,False,False,1,10
452,282,0,51861.5,8,2,False,True,False,False,False,False,False,False,False,True,False,1,2
108,231,1,17712.5,0,1,True,False,False,False,True,False,False,False,False,False,True,0,2
513,270,1,42595.0,6,1,True,False,False,False,True,False,False,True,False,False,False,1,2
359,231,0,20820.5,0,3,False,False,True,False,True,False,True,False,False,False,False,0,3
184,247,0,36969.5,10,3,False,False,True,False,False,False,False,False,False,False,True,0,3
192,310,0,24965.5,1,3,False,True,False,False,False,False,False,False,True,False,False,0,3
87,145,0,22745.0,2,3,False,False,True,False,False,True,False,False,False,False,False,1,3
370,290,0,15327.0,11,2,False,False,True,False,True,False,False,False,False,False,True,0,2
37,193,0,42506.0,1,2,False,False,True,False,False,False,False,False,False,False,True,0,2
343,231,1,12500.5,3,3,True,False,False,False,True,False,False,False,False,False,False,0,6
292,231,0,23805.0,0,1,False,False,True,False,True,False,False,False,True,False,False,0,1
35,161,0,88590.5,5,1,False,False,True,False,True,False,False,False,False,False,True,1,1
548,114,2,11707.0,2,1,False,False,False,True,True,False,True,False,False,False,False,1,3
54,253,2,20706.0,10,2,False,False,False,True,False,False,False,True,False,False,False,0,6
382,114,0,14911.0,0,3,False,False,True,False,True,False,False,False,False,False,False,0,3
425,247,0,25826.5,8,3,False,False,True,False,False,False,False,False,False,True,False,1,3
510,260,2,25449.5,7,5,False,False,False,True,True,False,True,False,False,False,False,0,15
328,114,0,22304.0,8,2,False,False,True,False,True,True,False,False,False,False,False,1,2
357,94,2,10141.5,4,2,False,False,False,True,True,False,False,True,False,False,False,1,6
367,1,2,10770.0,11,1,False,False,False,True,True,True,False,False,False,False,False,0,3
333,247,0,22742.0,7,4,False,False,True,False,False,True,False,False,False,False,False,0,4
182,290,1,8963.5,9,1,True,False,False,False,True,False,False,False,False,False,False,0,2
551,250,1,13915.0,8,2,True,False,False,False,True,False,False,False,True,False,False,1,4
84,114,2,16267.5,1,3,False,False,False,True,False,False,False,False,False,False,False,0,9
182,94,1,10734.5,11,1,True,False,False,False,True,False,False,False,False,False,False,0,2
489,290,2,12592.5,5,3,False,False,False,True,True,False,True,False,False,False,False,1,9
559,291,0,19767.5,11,2,False,True,False,False,True,False,False,False,True,False,False,0,2
328,114,0,12280.5,11,2,False,False,True,False,True,False,False,False,False,True,False,0,2
287,114,1,12784.5,1,1,True,False,False,False,True,False,False,False,False,False,True,0,2
194,114,1,18897.5,7,2,True,False,False,False,True,False,False,False,False,False,True,0,4
460,291,2,25338.5,0,3,False,False,False,True,True,False,False,True,False,False,False,0,9
500,231,2,21856.0,0,3,False,False,False,True,False,False,False,True,False,False,False,0,9
18,114,1,14106.0,2,3,True,False,False,False,True,False,False,False,False,False,False,1,6
417,94,2,15767.5,8,4,False,False,False,True,True,False,True,False,False,False,False,1,12
182,290,1,9053.5,1,1,True,False,False,False,False,False,False,False,False,True,False,0,2
89,114,1,16307.5,6,4,True,False,False,False,True,False,False,False,False,False,True,1,8
224,95,0,22385.5,11,4,False,True,False,False,True,False,False,False,False,False,True,0,4
434,290,2,7862.0,8,2,False,False,False,True,False,False,False,False,False,True,False,1,6
361,1,2,17977.0,1,2,False,False,False,True,True,False,False,False,False,False,True,0,6
177,94,1,29413.5,3,4,True,False,False,False,True,False,False,False,False,False,False,0,8
144,125,0,32380.0,0,2,False,False,True,False,True,False,False,False,False,False,True,0,2
500,290,0,34028.0,5,3,False,False,True,False,False,False,False,False,False,False,False,1,3
216,115,0,24359.0,8,4,False,False,True,False,False,True,False,False,False,False,False,1,4
534,247,2,13213.5,1,4,False,False,False,True,False,True,False,False,False,False,False,0,12
189,1,2,17483.0,5,2,False,False,False,False,True,False,False,False,True,False,False,1,6
548,114,2,9844.5,9,1,False,False,False,True,True,True,False,False,False,False,False,0,3
532,310,2,14561.0,10,4,False,False,False,True,False,False,False,False,False,False,False,0,12
534,114,0,25377.5,8,4,False,True,False,False,True,False,True,False,False,False,False,1,4
526,247,2,9720.0,7,1,False,False,False,True,False,False,False,False,False,False,False,0,3
200,229,0,56513.0,7,2,False,False,True,False,True,False,False,False,False,False,False,0,2
89,114,0,20979.0,8,4,False,False,True,False,True,False,False,True,False,False,False,1,4
474,231,1,16160.5,1,1,True,False,False,False,False,False,True,False,False,False,False,0,2
332,94,2,11448.0,8,3,False,False,False,True,False,False,True,False,False,False,False,1,9
143,114,1,14416.5,7,1,True,False,False,False,False,False,False,False,False,True,False,0,2
192,114,1,22586.0,6,3,True,False,False,False,True,False,False,False,False,False,True,1,6
532,247,0,28394.0,0,4,False,False,True,False,True,False,False,False,False,False,True,0,4
172,125,0,30013.0,0,4,False,False,True,False,False,False,False,False,False,False,False,0,4
178,114,2,18678.0,0,3,False,False,False,True,True,False,False,False,True,False,False,0,9
529,247,1,19578.5,0,4,True,False,False,False,False,False,True,False,False,False,False,0,8
469,94,2,12626.5,1,2,False,False,False,True,True,False,False,True,False,False,False,0,6
258,290,0,6120.0,0,1,False,True,False,False,False,True,False,False,False,False,False,0,1
282,161,0,30350.5,6,2,False,False,True,False,True,False,False,False,False,True,False,1,2
217,239,1,15528.0,0,3,True,False,False,False,True,False,False,False,True,False,False,0,6
488,94,2,17064.0,2,3,False,False,False,True,False,True,False,False,False,False,False,1,9
279,161,1,42074.5,2,2,True,False,False,False,True,False,False,False,False,False,False,1,4
143,114,2,10738.0,3,1,False,False,False,False,True,False,False,False,True,False,False,0,3
176,125,0,45691.5,11,3,False,True,False,False,False,False,True,False,False,False,False,0,3
332,290,1,6135.5,8,3,True,False,False,False,True,True,False,False,False,False,False,1,6
